STRD_YYMM,STRD_DATE,WK_CD,TIMC_CD,MER_SIDO_CD,MER_CCG_CD,MER_ADNG_CD,BUZ_LCLS_NM,BUZ_MCLS_NM,BUZ_SCLS_NM,CST_SIDO_CD,CST_CCG_CD,CST_ADNG_CD,SEX_CD,AGE_CD,HOSH_TYP_CD,INCM_NR_CD,AMT,CNT
202303,20230314,1,3,31,14,80801587,의료업,기타,기타,29,20,04265800,1,40,1,4,187600,2
202311,20231116,1,2,42,18,32868829,의료업,기타,기타,31,25,50992980,2,20,2,2,439800,4
202312,20231206,1,3,27,15,12575563,의료업,기타,기타,31,24,03561598,1,40,5,2,200400,4
202303,20230319,2,3,46,02,12981053,교육업,기타,기타,46,15,73197858,2,30,4,2,330600,2
202310,20231005,1,4,43,08,75329038,의료업,기타,기타,42,13,98847494,2,30,1,4,242400,6
202312,20231227,1,2,43,12,32868829,요식업,양식,기타,44,13,90825068,1,20,4,3,77800,2
202306,20230620,1,2,42,24,14942604,서비스업,기타,기타,28,08,29958839,2,60,2,3,182200,2
202311,20231104,2,3,47,22,75329038,요식업,중식,기타,26,22,13718432,1,40,2,4,84800,6
202306,20230611,2,4,27,22,98847494,서비스업,기타,기타,30,15,31227217,2,60,2,9,159400,2
202308,20230802,1,1,31,24,99410742,요식업,한식,국밥,44,21,45176956,2,30,3,4,65400,2
202305,20230525,1,3,31,05,73140808,요식업,양식,기타,26,12,12448137,2,40,3,5,43200,2
202302,20230203,1,2,31,10,46164956,요식업,한식,고기집,11,07,13718432,2,20,1,2,102800,2
202304,20230420,1,1,42,21,45667652,교육업,기타,기타,28,08,20868106,1,40,5,9,281200,2
202305,20230505,1,1,45,03,03356887,서비스업,기타,기타,26,14,29587040,2,40,3,3,218400,2
202310,20231008,2,2,47,16,04265800,요식업,한식,해장국,26,25,13718432,2,60,3,4,72600,2
202304,20230422,2,3,44,08,14942604,소매업,기타,기타,11,13,29587040,1,50,4,3,116400,2
202303,20230324,1,2,45,11,04265800,서비스업,기타,기타,29,13,99410742,1,40,1,3,188800,2
202312,20231205,1,3,42,11,29958839,의료업,기타,기타,27,01,12981053,2,40,3,5,289600,4
202301,20230124,1,3,46,17,04265800,서비스업,기타,기타,36,01,13756670,2,20,2,3,202600,4
202311,20231112,2,4,47,11,48181397,요식업,일식,기타,47,11,21429111,2,20,3,3,57000,2
202303,20230327,1,4,36,14,28898924,교육업,기타,기타,30,01,13718432,1,30,3,1,496200,2
202308,20230826,2,1,47,04,32868829,요식업,카페,기타,44,06,79254564,2,40,1,3,104200,6
202302,20230220,1,2,50,04,79089902,의료업,기타,기타,48,24,85822413,2,40,2,4,255400,2
202304,20230419,1,3,27,24,93702684,의료업,기타,기타,43,19,12981053,1,60,1,4,190400,2
202309,20230922,1,4,48,18,48181397,요식업,한식,국밥,31,03,00872249,2,40,1,5,58200,2
202303,20230330,1,4,42,02,28898924,의료업,기타,기타,28,17,98847494,1,50,1,1,506200,2
202311,20231111,2,1,29,02,04265800,서비스업,기타,기타,27,09,03999316,2,30,1,2,151600,4
202309,20230926,1,4,44,19,56722345,요식업,한식,고기집,31,23,85822413,2,50,4,2,92600,2
202301,20230126,1,3,29,23,94130245,서비스업,기타,기타,48,12,98847494,2,20,2,2,300600,4
202303,20230308,1,2,26,14,04265800,의료업,기타,기타,45,07,85822413,2,50,2,4,255600,2
202308,20230814,1,2,28,20,37338125,교육업,기타,기타,36,05,46164956,1,20,1,3,456800,2
202312,20231218,1,2,26,06,93702684,요식업,양식,기타,50,07,18728464,2,20,1,9,92400,2
202305,20230522,1,2,29,19,32868829,요식업,카페,기타,31,04,96102526,2,40,2,3,52400,2
202308,20230802,1,2,45,05,32868829,교육업,기타,기타,50,13,03561598,1,30,1,4,379600,2
202312,20231202,2,2,31,22,29345093,요식업,양식,기타,31,23,79254564,2,30,2,4,48200,2
202304,20230408,2,1,28,03,12575563,소매업,기타,기타,29,09,11668733,2,40,5,4,59400,6
202310,20231012,1,1,50,17,37295261,서비스업,기타,기타,26,18,12981053,2,60,9,4,161000,4
202307,20230728,1,4,27,22,56722345,소매업,기타,기타,45,09,79254564,1,30,1,2,51000,6
202305,20230525,1,3,44,18,56629389,교육업,기타,기타,36,08,04265800,2,60,1,4,403400,2
202312,20231228,1,1,41,12,73140808,서비스업,기타,기타,45,23,21429111,2,40,4,3,153800,4
202305,20230518,1,4,46,12,21429111,서비스업,기타,기타,48,09,26687538,1,50,4,3,214000,4
202308,20230809,1,1,43,10,03561598,소매업,기타,기타,11,18,13718432,2,40,5,5,37600,6
202306,20230606,1,1,45,20,13756670,의료업,기타,기타,43,12,21429111,1,30,2,2,326400,6
202301,20230107,2,2,28,09,99410742,교육업,기타,기타,45,04,12575563,1,40,1,3,483200,2
202303,20230322,1,3,42,07,12448137,교육업,기타,기타,26,15,21429111,1,40,2,2,200600,6
202301,20230110,1,2,50,12,90825068,요식업,카페,기타,29,04,32868829,1,40,1,5,67400,2
202303,20230322,1,3,30,14,60291818,소매업,기타,기타,47,09,03999316,2,40,3,1,149000,2
202311,20231126,2,3,29,08,94130245,소매업,기타,기타,47,15,98847494,2,30,2,2,51600,2
202302,20230227,1,4,44,05,94130245,서비스업,기타,기타,27,01,03561598,1,40,9,1,300200,6
202309,20230905,1,2,43,15,28898924,소매업,기타,기타,31,04,87226013,1,30,9,4,116600,2
202304,20230422,2,4,26,07,18728464,교육업,기타,기타,31,13,45667652,1,50,3,3,329400,6
202301,20230114,2,3,44,05,50992980,의료업,기타,기타,44,20,80801587,2,50,3,5,295400,2
202303,20230319,2,3,30,01,12575563,교육업,기타,기타,44,16,13718432,2,50,4,4,455800,2
202304,20230427,1,2,26,16,26687538,교육업,기타,기타,27,02,00872249,2,20,1,4,407600,4
202303,20230303,1,2,28,01,29587040,의료업,기타,기타,28,05,26687538,1,40,9,9,343000,2
202310,20231013,1,4,48,22,37295261,의료업,기타,기타,46,23,48181397,1,50,4,3,226200,2
202305,20230515,1,4,31,23,13756670,소매업,기타,기타,29,06,12448137,2,40,4,2,106600,6
202306,20230627,1,1,44,13,99529224,의료업,기타,기타,45,06,45667652,2,30,2,1,186800,2
202311,20231122,1,3,28,18,99529224,교육업,기타,기타,41,13,45176956,2,30,4,1,388800,2
202304,20230428,1,3,43,05,85822413,의료업,기타,기타,27,08,46164956,1,30,1,4,227600,2
202304,20230428,1,2,43,24,03999316,의료업,기타,기타,48,02,03561598,1,40,4,5,241000,2
202307,20230708,2,1,43,11,87226013,요식업,양식,기타,41,01,21429111,2,20,4,3,84600,2
202306,20230614,1,3,26,16,85822413,교육업,기타,기타,29,01,04265800,1,60,3,1,509000,4
202309,20230912,1,1,27,07,21429111,요식업,중식,기타,36,25,12448137,1,60,2,3,72000,2
202307,20230727,1,2,30,14,29587040,요식업,카페,기타,48,08,32868829,2,60,1,3,38000,2
202301,20230115,2,3,46,12,56629389,교육업,기타,기타,31,21,45176956,2,60,3,2,368200,2
202311,20231119,2,1,50,22,50992980,교육업,기타,기타,43,06,79254564,1,20,1,1,521200,4
202306,20230628,1,4,47,10,56306998,교육업,기타,기타,11,23,99529224,1,30,3,3,414000,2
202312,20231207,1,2,47,19,94130245,교육업,기타,기타,42,03,96102526,2,30,2,4,631800,2
202306,20230619,1,2,43,23,79254564,요식업,한식,고기집,48,07,03356887,2,30,1,3,67800,2
202308,20230826,2,3,44,05,21429111,교육업,기타,기타,45,08,31227217,1,40,3,4,419200,2
202306,20230629,1,2,31,14,29345093,요식업,중식,기타,36,03,31227217,2,60,3,3,53800,2
202306,20230621,1,4,46,22,87226013,의료업,기타,기타,36,10,67827639,2,50,5,2,310600,2
202312,20231230,2,3,45,19,56722345,서비스업,기타,기타,36,25,56722345,1,50,5,2,190800,2
202304,20230426,1,2,50,25,45176956,의료업,기타,기타,30,05,79254564,1,30,2,4,356600,2
202304,20230422,2,2,28,01,48181397,의료업,기타,기타,47,05,99529224,2,20,2,1,376400,2
202309,20230923,2,3,46,12,67827639,서비스업,기타,기타,48,19,98847494,2,20,1,1,152800,2
202308,20230810,1,1,36,19,99529224,서비스업,기타,기타,11,05,12981053,2,20,4,2,120000,4
202306,20230620,1,1,43,21,45176956,교육업,기타,기타,48,01,00872249,2,60,1,3,216200,2
202302,20230205,2,1,43,13,75329038,서비스업,기타,기타,36,03,36913811,1,40,2,5,230400,2
202304,20230404,1,4,29,02,56629389,소매업,기타,기타,31,10,73140808,1,30,1,2,55800,2
202312,20231206,1,3,11,02,00872249,교육업,기타,기타,43,23,12448137,2,40,1,4,184600,6
202303,20230320,1,3,27,15,04265800,요식업,양식,기타,31,02,29345093,1,30,1,3,67600,4
202307,20230707,1,3,41,14,26687538,요식업,중식,기타,43,06,94130245,2,50,4,4,109800,2
202303,20230310,1,1,11,05,67827639,의료업,기타,기타,45,19,29958839,1,50,1,2,299400,2
202308,20230828,1,3,46,15,03561598,교육업,기타,기타,11,15,87226013,1,40,3,4,483800,2
202301,20230130,1,2,27,06,79254564,소매업,기타,기타,41,16,90825068,1,30,4,9,103200,2
202303,20230307,1,1,11,03,73140808,의료업,기타,기타,30,06,28898924,2,30,5,1,292000,4
202307,20230731,1,3,48,21,37295261,서비스업,기타,기타,48,11,04265800,1,40,4,5,255000,2
202305,20230516,1,3,36,18,94130245,요식업,양식,기타,29,22,56306998,2,30,5,1,54000,2
202311,20231103,1,2,42,23,04265800,요식업,카페,기타,50,24,12981053,1,30,1,2,65200,2
202302,20230209,1,1,26,04,79089902,소매업,기타,기타,47,17,03356887,1,30,3,3,112800,6
202311,20231111,2,3,48,10,13718432,요식업,한식,고기집,26,21,79254564,2,30,3,4,46600,2
202307,20230701,2,2,30,06,13756670,소매업,기타,기타,48,13,12981053,1,30,2,2,139600,2
202305,20230529,1,2,45,22,31227217,소매업,기타,기타,41,19,20868106,1,60,5,4,93000,2
202310,20231004,1,2,47,01,29345093,소매업,기타,기타,50,17,29587040,2,40,2,2,69600,2
202303,20230327,1,3,44,03,45667652,요식업,일식,기타,43,07,45176956,1,30,4,2,70600,2
202312,20231203,2,2,41,06,94130245,소매업,기타,기타,48,16,31227217,2,20,2,2,64000,2
202307,20230724,1,3,29,01,20868106,서비스업,기타,기타,44,19,50992980,2,20,1,1,201600,6
202307,20230730,2,3,43,25,28898924,소매업,기타,기타,45,08,87226013,1,40,4,4,99600,2
202311,20231115,1,2,27,11,28898924,서비스업,기타,기타,41,20,60291818,1,40,2,2,265000,4
202304,20230425,1,2,36,23,90825068,의료업,기타,기타,27,21,32868829,1,20,5,2,337800,2
202306,20230601,1,2,46,18,96102526,의료업,기타,기타,48,13,29345093,2,20,3,3,297800,2
202310,20231003,1,4,29,22,85822413,요식업,양식,기타,26,13,99410742,2,40,5,3,76200,2
202305,20230506,2,3,42,13,12981053,서비스업,기타,기타,42,25,12981053,1,30,1,2,283400,2
202311,20231109,1,1,31,06,14942604,소매업,기타,기타,42,23,36913811,1,20,1,2,122200,6
202305,20230525,1,2,47,05,48181397,교육업,기타,기타,46,19,45667652,2,40,3,3,401000,2
202309,20230921,1,1,46,14,96102526,소매업,기타,기타,11,24,13718432,2,50,1,3,47400,2
202303,20230324,1,2,31,04,85822413,의료업,기타,기타,43,21,03356887,1,20,1,3,214600,2
202312,20231230,2,4,30,22,46164956,요식업,일식,기타,26,02,94130245,1,40,1,3,53800,2
202305,20230505,1,3,50,20,75329038,소매업,기타,기타,31,07,56306998,1,50,3,4,75600,4
202310,20231005,1,2,36,14,00872249,교육업,기타,기타,42,25,29958839,1,20,1,3,381200,2
202304,20230426,1,3,50,24,79254564,의료업,기타,기타,44,06,73140808,2,50,1,3,304400,4
202312,20231225,1,2,28,21,03356887,요식업,양식,기타,46,25,37295261,2,50,1,4,70400,6
202309,20230925,1,3,29,15,56722345,요식업,일식,기타,47,14,18728464,1,40,1,9,58400,2
202310,20231001,2,3,30,24,45176956,소매업,기타,기타,11,23,50992980,1,30,2,9,119400,2
202307,20230716,2,1,47,07,29345093,소매업,기타,기타,50,19,21429111,2,20,2,4,102400,2
202311,20231118,2,3,11,15,03999316,요식업,양식,기타,48,05,48181397,2,30,9,3,20400,4
202310,20231021,2,1,11,18,56722345,의료업,기타,기타,47,10,45176956,2,30,2,4,224800,2
202307,20230727,1,3,50,10,18728464,서비스업,기타,기타,46,15,56629389,1,40,5,3,191200,2
202310,20231025,1,2,11,09,12575563,의료업,기타,기타,43,01,56722345,1,40,4,5,203200,2
202303,20230329,1,2,47,02,26687538,요식업,한식,분식,45,10,00872249,2,20,4,2,71800,2
202305,20230510,1,1,31,22,03356887,서비스업,기타,기타,43,16,29345093,2,40,1,3,291800,2
202302,20230224,1,4,36,01,13756670,의료업,기타,기타,47,12,85822413,1,30,3,4,397400,4
202307,20230726,1,3,11,12,75329038,요식업,카페,기타,42,04,00872249,1,40,4,9,55600,2
202305,20230531,1,2,48,24,14942604,교육업,기타,기타,28,17,56306998,1,50,4,1,549000,2
202304,20230415,2,1,41,10,29345093,교육업,기타,기타,41,05,56722345,2,20,2,4,414800,6
202310,20231014,2,2,26,13,13756670,교육업,기타,기타,29,04,31227217,2,40,2,3,366200,2
202308,20230806,2,1,11,11,56629389,소매업,기타,기타,31,21,20868106,2,30,1,3,75400,2
202307,20230719,1,2,36,20,87226013,서비스업,기타,기타,43,06,29958839,2,50,3,3,181800,2
202302,20230211,2,3,31,04,90825068,소매업,기타,기타,26,01,12981053,1,20,1,1,84400,4
202308,20230830,1,2,46,25,03999316,소매업,기타,기타,36,20,80801587,2,50,2,3,106800,2
202312,20231209,2,1,43,04,26687538,서비스업,기타,기타,28,17,31227217,2,40,2,1,209600,6
202309,20230928,1,3,41,15,73140808,요식업,일식,기타,42,09,56306998,1,30,1,4,60000,2
202309,20230928,1,1,42,23,21429111,서비스업,기타,기타,47,07,04265800,1,60,1,3,226200,2
202310,20231001,2,1,31,14,32868829,요식업,중식,기타,27,23,73197858,1,40,5,9,83800,2
202301,20230120,1,3,27,12,99410742,의료업,기타,기타,48,18,56306998,1,30,3,2,375800,2
202306,20230610,2,3,46,11,28898924,소매업,기타,기타,31,11,50992980,1,50,4,1,40600,2
202302,20230224,1,1,41,13,29587040,서비스업,기타,기타,27,24,56306998,1,30,1,4,46600,2
202302,20230203,1,3,29,19,56722345,서비스업,기타,기타,41,13,37295261,2,30,5,1,256000,2
202310,20231027,1,1,43,16,79254564,요식업,한식,한정식,11,18,79254564,2,40,2,1,32600,2
202311,20231101,1,1,42,13,03999316,교육업,기타,기타,50,25,79089902,1,50,5,4,377400,4
202310,20231026,1,3,44,25,29587040,서비스업,기타,기타,43,21,12448137,2,50,1,3,129600,2
202310,20231031,1,1,47,24,37338125,요식업,중식,기타,27,05,29345093,2,20,3,5,23800,4
202308,20230825,1,4,41,11,29958839,요식업,일식,기타,41,07,87226013,2,50,3,3,70800,2
202302,20230212,2,2,50,11,48181397,소매업,기타,기타,46,18,18728464,2,40,3,9,130200,4
202302,20230210,1,3,11,24,45667652,서비스업,기타,기타,30,04,94130245,1,20,2,3,165400,2
202308,20230805,2,3,44,03,37295261,의료업,기타,기타,43,24,60291818,2,20,4,9,92600,2
202312,20231209,2,3,11,24,12981053,서비스업,기타,기타,28,04,21429111,1,40,1,9,167200,2
202310,20231021,2,3,43,12,18728464,교육업,기타,기타,36,24,87226013,1,20,3,4,439000,4
202309,20230915,1,2,29,10,11668733,요식업,한식,국밥,47,07,26687538,1,30,3,4,30400,2
202307,20230714,1,1,44,17,50992980,교육업,기타,기타,45,19,56629389,1,30,3,4,418200,2
202310,20231006,1,2,42,15,28898924,서비스업,기타,기타,36,03,20868106,1,30,2,3,199000,2
202307,20230702,2,2,36,13,45176956,서비스업,기타,기타,26,22,98847494,2,60,2,2,234600,2
202303,20230323,1,2,43,08,12575563,의료업,기타,기타,30,17,32868829,1,30,1,4,309400,2
202301,20230118,1,4,43,21,11668733,요식업,카페,기타,43,18,37295261,2,30,1,9,40400,6
202301,20230120,1,2,31,01,04265800,소매업,기타,기타,29,16,96102526,1,20,5,5,147800,2
202305,20230513,2,2,36,19,31227217,서비스업,기타,기타,31,01,21429111,1,50,2,3,190400,2
202312,20231204,1,1,41,20,60291818,의료업,기타,기타,47,25,03999316,2,50,2,5,297800,2
202306,20230618,2,3,28,15,03999316,의료업,기타,기타,31,01,20868106,2,50,9,9,225200,4
202307,20230716,2,2,31,19,60291818,서비스업,기타,기타,50,03,60291818,2,40,2,4,173400,6
202304,20230424,1,2,48,15,85822413,소매업,기타,기타,41,04,79254564,2,40,3,2,64600,6
202304,20230409,2,1,29,13,98847494,의료업,기타,기타,44,09,90825068,2,60,1,4,286000,4
202304,20230430,2,3,44,15,73140808,요식업,카페,기타,29,01,03999316,2,20,1,4,94200,2
202312,20231227,1,1,44,25,56629389,서비스업,기타,기타,27,02,45667652,2,40,1,4,117600,2
202305,20230522,1,3,48,05,12981053,의료업,기타,기타,45,09,21429111,1,20,2,9,170800,4
202303,20230315,1,2,31,06,96102526,소매업,기타,기타,28,04,37338125,2,20,1,3,158800,2
202312,20231219,1,2,29,18,26687538,교육업,기타,기타,47,23,20868106,1,60,1,1,379000,2
202305,20230502,1,1,44,07,96102526,교육업,기타,기타,11,01,67827639,1,40,1,1,333000,2
202306,20230620,1,3,31,20,73140808,의료업,기타,기타,27,07,48181397,2,40,1,1,383000,2
202307,20230714,1,3,45,16,13756670,의료업,기타,기타,30,04,14942604,2,30,5,4,251400,2
202307,20230728,1,3,27,16,85822413,요식업,양식,기타,47,09,29345093,1,20,9,4,96400,4
202305,20230531,1,1,45,01,13756670,소매업,기타,기타,43,06,11668733,2,30,1,9,127000,6
202312,20231207,1,2,47,16,99410742,요식업,카페,기타,45,20,14942604,1,20,3,3,50200,2
202303,20230308,1,3,42,24,00872249,교육업,기타,기타,11,22,98847494,1,30,3,3,615600,2
202307,20230715,2,1,28,11,37338125,요식업,중식,기타,27,06,87226013,2,30,4,2,47800,2
202310,20231002,1,3,50,22,96102526,교육업,기타,기타,29,07,73140808,1,20,1,3,474200,2
202305,20230513,2,2,27,19,18728464,요식업,카페,기타,26,16,12575563,2,40,1,3,65800,2
202310,20231020,1,3,29,07,31227217,의료업,기타,기타,36,09,37338125,1,30,2,9,404000,2
202303,20230302,1,2,30,05,12448137,소매업,기타,기타,11,06,36913811,2,20,4,4,162400,4
202301,20230108,2,3,31,01,99529224,서비스업,기타,기타,11,01,00872249,2,30,1,4,201800,2
202305,20230503,1,1,50,19,46164956,의료업,기타,기타,27,04,04265800,1,50,1,9,239600,4
202307,20230716,2,1,48,07,73140808,의료업,기타,기타,47,24,12448137,2,30,3,4,336600,2
202302,20230212,2,4,45,08,03356887,의료업,기타,기타,26,01,56722345,2,60,3,4,245600,2
202303,20230302,1,1,28,17,32868829,요식업,중식,기타,43,03,28898924,2,40,3,3,100200,2
202310,20231021,2,1,41,22,85822413,서비스업,기타,기타,27,12,11668733,1,30,2,1,208000,2
202310,20231022,2,3,41,13,87226013,의료업,기타,기타,47,05,12448137,1,20,1,5,270600,4
202303,20230313,1,4,36,17,94130245,의료업,기타,기타,42,01,13756670,2,30,1,3,314600,4
202309,20230912,1,2,44,21,73197858,서비스업,기타,기타,46,10,90825068,2,30,9,1,119000,2
202303,20230323,1,3,43,04,00872249,의료업,기타,기타,28,22,96102526,2,40,4,9,222200,2
202301,20230110,1,3,26,15,56722345,서비스업,기타,기타,30,08,99529224,1,30,1,2,272000,2
202303,20230315,1,1,30,07,98847494,교육업,기타,기타,46,03,80801587,1,20,5,5,334200,4
202301,20230106,1,3,36,25,50992980,교육업,기타,기타,41,10,75329038,2,60,2,2,295200,2
202308,20230814,1,2,11,04,45667652,교육업,기타,기타,27,11,56629389,1,40,4,4,453600,2
202306,20230608,1,2,46,03,29587040,교육업,기타,기타,46,18,90825068,1,30,1,4,518400,4
202312,20231209,2,4,50,13,96102526,소매업,기타,기타,45,12,13718432,2,60,5,2,128600,2
202311,20231115,1,2,41,20,12575563,교육업,기타,기타,48,15,32868829,2,40,3,3,499600,2
202302,20230225,2,4,29,05,56629389,의료업,기타,기타,43,09,11668733,1,30,2,4,239400,2
202303,20230320,1,2,46,09,56722345,요식업,중식,기타,44,06,80801587,1,50,1,3,31400,2
202305,20230525,1,3,48,25,73197858,요식업,한식,한정식,27,17,13756670,1,20,3,2,90000,2
202312,20231213,1,3,50,17,03999316,의료업,기타,기타,46,18,14942604,2,30,5,1,274000,4
202302,20230221,1,1,44,10,73197858,요식업,중식,기타,41,03,50992980,1,50,1,3,54800,2
202309,20230928,1,2,28,23,50992980,교육업,기타,기타,50,13,99529224,2,30,1,4,532800,2
202308,20230817,1,1,41,02,85822413,의료업,기타,기타,31,10,56306998,2,30,4,3,344400,2
202308,20230827,2,3,28,21,48181397,의료업,기타,기타,45,05,48181397,2,30,4,9,336400,6
202309,20230917,2,3,47,17,67827639,서비스업,기타,기타,44,01,37295261,1,30,2,2,329800,2
202312,20231228,1,4,50,22,94130245,요식업,한식,고기집,50,24,85822413,1,50,3,1,47000,2
202302,20230227,1,1,50,04,46164956,교육업,기타,기타,48,05,98847494,2,40,5,3,492600,6
202305,20230509,1,2,48,11,79254564,교육업,기타,기타,26,15,96102526,2,20,5,2,405600,2
202301,20230108,2,2,50,02,85822413,의료업,기타,기타,30,21,04265800,2,30,4,2,321400,4
202304,20230406,1,3,45,20,28898924,소매업,기타,기타,45,18,80801587,2,30,3,1,161000,4
202312,20231216,2,3,28,08,21429111,서비스업,기타,기타,44,23,12981053,2,60,1,1,230400,2
202307,20230728,1,1,48,01,11668733,서비스업,기타,기타,31,12,03356887,2,60,3,4,232200,4
202303,20230322,1,3,36,19,98847494,서비스업,기타,기타,42,18,12575563,2,30,1,5,264200,4
202311,20231104,2,3,26,05,29958839,요식업,한식,국밥,44,03,75329038,1,30,4,3,52600,2
202305,20230529,1,3,43,08,29345093,교육업,기타,기타,27,03,85822413,1,50,5,2,316000,2
202305,20230513,2,3,28,11,56306998,소매업,기타,기타,36,18,67827639,1,50,5,2,58200,4
202308,20230818,1,1,44,25,21429111,교육업,기타,기타,48,17,29958839,1,30,2,5,203200,2
202312,20231210,2,2,45,01,13756670,의료업,기타,기타,42,10,87226013,2,50,2,2,464400,4
202308,20230828,1,1,28,01,73140808,소매업,기타,기타,31,02,60291818,1,30,4,4,55800,2
202311,20231125,2,2,48,11,29345093,소매업,기타,기타,36,17,14942604,2,50,1,1,91000,2
202306,20230616,1,1,30,11,04265800,교육업,기타,기타,45,22,79089902,1,20,2,3,372200,4
202301,20230124,1,2,11,15,20868106,교육업,기타,기타,45,22,11668733,1,60,5,4,430600,6
202304,20230417,1,2,29,12,56722345,의료업,기타,기타,29,07,79089902,1,40,2,1,365200,4
202312,20231222,1,3,36,06,99529224,요식업,일식,기타,43,25,03561598,2,30,2,1,77200,2
202311,20231106,1,3,27,11,56722345,소매업,기타,기타,47,14,04265800,2,30,3,4,76600,2
202301,20230130,1,3,44,09,90825068,교육업,기타,기타,46,03,93702684,2,20,4,3,383200,2
202304,20230403,1,3,29,15,50992980,교육업,기타,기타,31,06,99529224,2,20,3,3,428200,2
202302,20230208,1,2,28,16,29958839,교육업,기타,기타,46,06,99529224,2,20,5,3,375000,2
202310,20231010,1,2,28,14,93702684,교육업,기타,기타,11,07,93702684,2,20,1,2,560600,2
202310,20231019,1,4,41,06,45176956,의료업,기타,기타,45,09,29587040,2,20,3,5,339200,2
202301,20230110,1,4,47,25,03356887,소매업,기타,기타,43,22,85822413,2,30,1,2,129200,4
202304,20230404,1,3,28,15,90825068,서비스업,기타,기타,41,15,87226013,2,60,1,2,239600,2
202307,20230723,2,1,44,20,50992980,서비스업,기타,기타,43,04,13718432,2,50,1,3,270400,2
202309,20230910,2,3,28,13,79254564,소매업,기타,기타,44,21,99529224,1,50,4,1,107200,4
202308,20230803,1,3,47,06,00872249,교육업,기타,기타,42,12,11668733,2,30,4,3,270200,2
202301,20230101,2,3,46,24,29587040,의료업,기타,기타,44,25,96102526,2,20,1,1,331800,4
202302,20230222,1,1,27,12,46164956,의료업,기타,기타,42,08,45667652,1,30,3,1,247800,2
202303,20230322,1,2,11,06,56629389,서비스업,기타,기타,44,03,03356887,1,30,3,3,168200,4
202301,20230131,1,4,42,11,12448137,요식업,카페,기타,26,08,26687538,2,50,4,2,71600,4
202311,20231116,1,3,42,08,26687538,소매업,기타,기타,30,19,87226013,1,50,1,3,149400,4
202311,20231127,1,3,41,25,03999316,소매업,기타,기타,27,06,93702684,1,50,4,3,100800,6
202311,20231110,1,1,36,16,26687538,의료업,기타,기타,31,03,56306998,1,40,1,1,324600,2
202304,20230404,1,3,47,11,45667652,의료업,기타,기타,28,19,98847494,1,30,4,1,436000,2
202307,20230725,1,2,29,22,60291818,소매업,기타,기타,45,09,75329038,1,60,4,5,109600,2
202308,20230818,1,3,30,22,12981053,소매업,기타,기타,41,11,98847494,1,20,4,1,204000,2
202306,20230619,1,1,31,24,46164956,서비스업,기타,기타,29,04,93702684,2,30,3,1,233800,4
202309,20230906,1,2,29,12,13718432,의료업,기타,기타,41,05,13756670,2,40,1,4,159000,2
202312,20231212,1,3,11,10,46164956,서비스업,기타,기타,48,16,03356887,1,40,4,2,245200,2
202305,20230501,1,1,26,06,67827639,소매업,기타,기타,47,23,37338125,2,60,1,5,115200,2
202309,20230915,1,4,43,23,87226013,서비스업,기타,기타,48,05,26687538,2,20,3,3,277200,2
202310,20231027,1,4,43,24,03561598,소매업,기타,기타,27,19,26687538,1,20,1,3,126800,4
202310,20231001,2,1,42,15,99410742,소매업,기타,기타,46,07,93702684,2,50,3,1,94400,6
202303,20230325,2,2,30,20,85822413,소매업,기타,기타,11,20,13718432,2,30,4,3,51000,2
202307,20230724,1,3,26,19,03561598,요식업,일식,기타,46,07,99410742,1,50,3,1,55800,2
202302,20230208,1,2,44,25,73197858,요식업,한식,해장국,30,05,90825068,1,40,1,3,42800,2
202301,20230103,1,4,29,15,29587040,요식업,양식,기타,26,11,26687538,1,20,3,3,48200,4
202308,20230831,1,2,50,23,80801587,교육업,기타,기타,11,01,21429111,1,40,1,3,458800,2
202308,20230806,2,2,31,14,18728464,소매업,기타,기타,11,21,45667652,1,50,9,2,166600,6
202302,20230220,1,3,42,04,12981053,교육업,기타,기타,31,15,99410742,1,40,2,3,439400,6
202301,20230117,1,3,30,20,03356887,교육업,기타,기타,41,14,36913811,1,50,1,3,280400,2
202302,20230214,1,2,30,02,90825068,교육업,기타,기타,42,18,79254564,1,30,1,4,444400,2
202305,20230518,1,3,50,13,21429111,서비스업,기타,기타,41,15,21429111,2,20,2,2,271600,2
202304,20230426,1,3,26,09,13718432,교육업,기타,기타,47,06,73197858,2,50,1,4,339000,6
202301,20230102,1,2,43,21,31227217,의료업,기타,기타,48,24,03999316,1,30,1,3,289200,2
202301,20230109,1,2,27,09,45176956,요식업,카페,기타,46,02,29345093,2,40,2,1,60200,2
202309,20230916,2,2,26,13,50992980,의료업,기타,기타,45,03,37338125,2,50,9,3,237200,2
202308,20230801,1,3,45,18,36913811,교육업,기타,기타,44,22,29345093,2,20,2,3,464800,2
202301,20230118,1,2,30,19,18728464,요식업,중식,기타,11,25,79089902,1,20,2,4,57400,2
202301,20230111,1,2,46,02,67827639,서비스업,기타,기타,26,08,12448137,1,30,2,3,225000,2
202307,20230722,2,1,45,16,13718432,교육업,기타,기타,28,18,98847494,1,20,2,5,311200,6
202311,20231125,2,3,47,17,20868106,서비스업,기타,기타,50,14,67827639,1,50,3,4,173600,2
202308,20230830,1,2,30,23,60291818,소매업,기타,기타,50,25,56306998,2,20,4,4,128800,2
202301,20230112,1,3,47,02,04265800,서비스업,기타,기타,46,25,13718432,2,40,2,4,177600,2
202307,20230720,1,3,45,25,90825068,소매업,기타,기타,11,16,73197858,2,40,1,4,169000,4
